year,parent_entity,parent_type,lei,commodity,production_value,production_unit,total_emissions_MtCO2e
1961,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,65.30345642321599000000,Million tonnes/yr,87.45504951034367000000
1961,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,26.23333031493300300000,Million tonnes/yr,71.20090559618376000000
1962,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,69.48562098910600000000,Million tonnes/yr,93.05584660751366000000
1962,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,27.14959630442300000000,Million tonnes/yr,73.68777887668122000000
1963,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,73.30400074134700000000,Million tonnes/yr,98.16945940187124000000
1963,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,28.29628958235899800000,Million tonnes/yr,76.80006385346222000000
1964,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,75.60555204366000000000,Million tonnes/yr,101.25172019048736000000
1964,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,28.20194140126300000000,Million tonnes/yr,76.54398977309417000000
1965,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,73.21691011264299000000,Million tonnes/yr,98.05282675082388000000
1965,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,27.62405879205000000000,Million tonnes/yr,74.97553603083982000000
1966,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,74.10868186281000000000,Million tonnes/yr,99.24709650061091000000
1966,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,26.73137984783400300000,Million tonnes/yr,72.55268127043438000000
1967,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,71.36260547648699000000,Million tonnes/yr,95.56952322227389000000
1967,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,25.94665699544900000000,Million tonnes/yr,70.42283435198850000000
1968,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,74.39535518229400000000,Million tonnes/yr,99.63101231030844000000
1968,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,26.09815840163200200000,Million tonnes/yr,70.83403023104106000000
1969,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,79.33774836124600000000,Million tonnes/yr,106.24991525724600000000
1969,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,27.06794884001300000000,Million tonnes/yr,73.46617630713196000000
1970,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,81.78354351735001000000,Million tonnes/yr,109.52534887415930000000
1970,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,28.05316157722699800000,Million tonnes/yr,76.14018064635994000000
1971,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,84.30100700332500000000,Million tonnes/yr,112.89676144349697000000
1971,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,28.69999093416400000000,Million tonnes/yr,77.89576544734479000000
1972,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,78.81938975640018000000,Million tonnes/yr,105.55572416945563000000
1972,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,29.20720193853569700000,Million tonnes/yr,79.27240662885187000000
1973,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,79.55099707761178000000,Million tonnes/yr,106.53550009561845000000
1973,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,29.47830531335522000000,Million tonnes/yr,80.00821887859675000000
1974,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,80.75502147231585000000,Million tonnes/yr,108.14794174599749000000
1974,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,29.92446689378215300000,Million tonnes/yr,81.21916343604545000000
1975,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,83.97391681002310000000,Million tonnes/yr,112.45871894748912000000
1975,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,31.11725621636190200000,Million tonnes/yr,84.45655948654966000000
1976,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,85.90538640128940000000,Million tonnes/yr,115.04536256459276000000
1976,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,31.83297886007759600000,Million tonnes/yr,86.39913024582700000000
1977,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,88.41073676923588000000,Million tonnes/yr,118.40055312371948000000
1977,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,32.76135796759612000000,Million tonnes/yr,88.91888021269523000000
1978,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,90.14495553037769000000,Million tonnes/yr,120.72303643355397000000
1978,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,33.40398761483432000000,Million tonnes/yr,90.66306641768766000000
1979,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,90.76848001567768000000,Million tonnes/yr,121.55806673240102000000
1979,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,33.63503995998008400000,Million tonnes/yr,91.29017460475363000000
1980,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.77603891035591670000,Million tonnes/yr,5.05690951054712700000
1980,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,120.73124415159808000000,Million tonnes/yr,327.68138143918690000000
1980,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.32310637976988800000,Million tonnes/yr,30.62470366201149000000
1981,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.10403198832238840000,Million tonnes/yr,4.15695104193469960000
1981,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,119.13622773104653000000,Million tonnes/yr,323.35228512466347000000
1981,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.32410639791398300000,Million tonnes/yr,30.62767033291392200000
1982,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.67703789427752500000,Million tonnes/yr,4.92432634823181600000
1982,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,120.74124433303900000000,Million tonnes/yr,327.70852332190530000000
1982,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.56610888367715000000,Million tonnes/yr,31.34559903957638000000
1983,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,4.90705056804001050000,Million tonnes/yr,6.57157176484664000000
1983,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,123.51127281952132000000,Million tonnes/yr,335.22676574088240000000
1983,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.34010656121231300000,Million tonnes/yr,30.67513669057108700000
1984,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,5.89856078325589500000,Million tonnes/yr,7.89941227607093600000
1984,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,125.31429141738282000000,Million tonnes/yr,340.12040888238715000000
1984,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.30310618018294200000,Million tonnes/yr,30.56537072839651000000
1985,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.55103659696323430000,Million tonnes/yr,4.75558413612631300000
1985,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,124.85728669987657000000,Million tonnes/yr,338.88003454342453000000
1985,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.23710549977336900000,Million tonnes/yr,30.36957198287594300000
1986,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.19703294996786200000,Million tonnes/yr,4.28149887065151100000
1986,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,124.78928597410686000000,Million tonnes/yr,338.69547111979983000000
1986,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.09110399380019300000,Million tonnes/yr,29.93644142215652300000
1987,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.68203794871023060000,Million tonnes/yr,4.93102247171313500000
1987,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,124.08427871640453000000,Million tonnes/yr,336.78198340788270000000
1987,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.58610909233603400000,Million tonnes/yr,31.40493200010432800000
1988,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.60703716850739600000,Million tonnes/yr,4.83058066809029450000
1988,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,121.86525585464251000000,Million tonnes/yr,330.75924685864050000000
1988,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.58610909233603400000,Million tonnes/yr,31.40493200010432800000
1989,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.63903750417600100000,Million tonnes/yr,4.87343584136180500000
1989,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,115.98619525282957000000,Million tonnes/yr,314.80265904158980000000
1989,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,10.14710457441629500000,Million tonnes/yr,30.10257370086960500000
1990,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.30464405404590800000,Million tonnes/yr,4.42561274992333600000
1990,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,103.28206434202616000000,Million tonnes/yr,280.32188154202953000000
1990,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,9.46509754351735400000,Million tonnes/yr,28.07931999715703000000
1991,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,3.08691181232310200000,Million tonnes/yr,4.13402352903338950000
1991,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,96.04198976913538000000,Million tonnes/yr,260.67131259080930000000
1991,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,8.51608776376365400000,Million tonnes/yr,25.26397137939380500000
1992,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Lignite Coal,1.80301857971762170000,Million tonnes/yr,2.41462072291193900000
1992,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Bituminous Coal,90.63993408441566000000,Million tonnes/yr,246.00938243495295000000
1992,"Czechoslovakia (Coal, 1938-1992)",Nation State,,Metallurgical Coal,7.65807891843917900000,Million tonnes/yr,22.71858768762636000000
1988,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,0.56800000000000000000,Million bbl/yr,0.22650584542502986000
1988,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,5.91900000000000000000,Bcf/yr,0.43143822055175310000
1989,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,0.68100000000000000000,Million bbl/yr,0.27156774777191084000
1989,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,7.77600000000000000000,Bcf/yr,0.56679567545369690000
1990,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,47.19400000000000000000,Million bbl/yr,18.81992406512123368000
1990,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,291.58400000000000000000,Bcf/yr,21.25367158326784860000
1991,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,53.27100000000000000000,Million bbl/yr,21.24329734443092746000
1991,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,291.15599999999999900000,Bcf/yr,21.22247449619297950000
1992,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,60.92400000000000000000,Million bbl/yr,24.29514458921570396000
1992,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,356.07899999999999800000,Bcf/yr,25.95473730965496430000
1993,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,75.69900000000000000000,Million bbl/yr,30.18708801554460743000
1993,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,467.75050000000000000000,Bcf/yr,34.09451653694759580000
1994,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,78.13400000000000000000,Million bbl/yr,31.15811219443535924000
1994,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,527.14100000000000000000,Bcf/yr,38.42351326573267820000
1995,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,89.77800000000000000000,Million bbl/yr,35.80148202564846980000
1995,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,721.72649999999999600000,Bcf/yr,52.60692631948722310000
1996,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,86.80000000000000000000,Million bbl/yr,34.61392144875456430000
1996,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,717.82987500000000000000,Bcf/yr,52.32289980214350340000
1997,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,93.12400000000000000000,Million bbl/yr,37.13579286859239300000
1997,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,757.78325000000000000000,Bcf/yr,55.23511690216663100000
1998,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,94.37900000000000000000,Million bbl/yr,37.63625912917059300000
1998,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,886.91662500000000000000,Bcf/yr,64.64769901465898650000
1999,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,94.73000000000000000000,Million bbl/yr,37.77623017097373300000
1999,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,813.30000000000000000000,Bcf/yr,59.28175448128752350000
2000,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,109.71000000000000000000,Million bbl/yr,43.74992306616202160000
2000,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,981.60000000000000000000,Bcf/yr,71.54920717918582200000
2001,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,101.30000000000000000000,Million bbl/yr,40.39620095344282900000
2001,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,941.10000000000000000000,Bcf/yr,68.59714636953115700000
2002,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,91.04000000000000000000,Million bbl/yr,36.30473973150479200000
2002,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1127.94000000000000000000,Bcf/yr,82.21598690473803200000
2003,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,83.95000000000000000000,Million bbl/yr,33.47740444266067000000
2003,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1045.10000000000000000000,Bcf/yr,76.17774696716290600000
2004,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,78.00000000000000000000,Million bbl/yr,31.10467595625410600000
2004,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1072.40000000000000000000,Bcf/yr,78.16765462404122600000
2005,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,70.00000000000000000000,Million bbl/yr,27.91445278125368300000
2005,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1042.50000000000000000000,Bcf/yr,75.98823195222211600000
2006,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,65.00000000000000000000,Million bbl/yr,25.92056329687841700000
2006,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1082.40000000000000000000,Bcf/yr,78.89655852765967500000
2007,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,81.00000000000000000000,Million bbl/yr,32.30100964687926000000
2007,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1196.10000000000000000000,Bcf/yr,87.18419591180131700000
2008,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,67.00000000000000000000,Million bbl/yr,26.71811909062852500000
2008,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1338.40000000000000000000,Bcf/yr,97.55649846029168800000
2009,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,79.67200000000000000000,Million bbl/yr,31.77143259982919290000
2009,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1390.32600000000000000000,Bcf/yr,101.34140487022079500000
2010,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,84.05500000000000000000,Million bbl/yr,33.51927612183254440000
2010,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1329.86400000000003000000,Bcf/yr,96.93430608816298500000
2011,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,96.29299999999999800000,Million bbl/yr,38.39952002378943600000
2011,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1373.44950000000000000000,Bcf/yr,100.11127019727912800000
2012,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,106.29200000000000000000,Million bbl/yr,42.38690021464309240000
2012,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1339.96500000000000000000,Bcf/yr,97.67057192120796000000
2013,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,122.85800000000000000000,Million bbl/yr,48.99305485427521050000
2013,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,1239.58800000000000000000,Bcf/yr,90.35405320785717000000
2014,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,143.49400000000000000000,Million bbl/yr,57.22223553418880180000
2014,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,981.18600000000000000000,Bcf/yr,71.51903055757602500000
2015,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,171.29900000000000100000,Million bbl/yr,68.31025495679963460000
2015,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,835.03900000000000000000,Bcf/yr,60.86631867736364100000
2016,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,151.11299999999999600000,Million bbl/yr,60.26052433047981800000
2016,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,634.39500000000000000000,Bcf/yr,46.24129919360186700000
2017,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Oil & NGL,158.79900000000000200000,Million bbl/yr,63.32553124586148000000
2017,Devon Energy,Investor-owned Company,54930042348RKR3ZPN35,Natural Gas,515.19699999999997000000,Bcf/yr,37.55291044325081400000
