year,parent_entity,parent_type,lei,commodity,production_value,production_unit,total_emissions_MtCO2e
2014,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,9.88150000000000000000,Million tonnes/yr,29.31462663498312800000
2015,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,5.16170000000000000000,Million tonnes/yr,14.00957141177827100000
2015,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,11.15120000000000100000,Million tonnes/yr,33.08134033618619000000
2016,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,5.25540000000000000000,Million tonnes/yr,14.26388623853760000000
2016,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,11.57960000000000100000,Million tonnes/yr,34.35223909147909000000
2017,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,4.09270000000000000000,Million tonnes/yr,11.10815679272041000000
2017,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,10.67570000000000000000,Million tonnes/yr,31.67071391662089400000
2018,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,4.66800000000000000000,Million tonnes/yr,12.66960097452021300000
2018,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,10.35100000000000000000,Million tonnes/yr,30.70745335209334200000
2019,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,4.55360000000000000000,Million tonnes/yr,12.35910346991757600000
2019,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,10.20840000000000000000,Million tonnes/yr,30.28441375707753700000
2020,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,3.32320000000000000000,Million tonnes/yr,9.01962681202347100000
2020,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,11.06180000000000000000,Million tonnes/yr,32.81612476960546000000
2021,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,2.74850000000000000000,Million tonnes/yr,7.45981111363941800000
2021,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,11.00579999999999900000,Million tonnes/yr,32.64999421335801000000
2022,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,3.08640000000000030000,Million tonnes/yr,8.37691869060822300000
2022,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,10.98560000000000000000,Million tonnes/yr,32.59006854842590400000
2023,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,2.63160000000000000000,Million tonnes/yr,7.14252826147116400000
2023,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,10.87539999999999900000,Million tonnes/yr,32.26314734666755000000
2024,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Bituminous Coal,2.32620000000000000000,Million tonnes/yr,6.31363020285538000000
2024,JSW,State-owned Entity,259400D4E0H5BGXNIK97,Metallurgical Coal,9.24427000000000000000,Million tonnes/yr,27.42420923574107800000
2005,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.52175400000000000000,Million tonnes/yr,2.03794835222918640000
2005,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,18.63661800000000000000,Million tonnes/yr,50.58237223105418000000
2005,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,3.26050400000000000000,Million tonnes/yr,9.51313085405112000000
2005,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,4.40112400000000000000,Million tonnes/yr,13.05644961132049500000
2006,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.57645400000000000000,Million tonnes/yr,2.11120314562347800000
2006,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,19.30651800000000000000,Million tonnes/yr,52.40057396473693500000
2006,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,3.37770400000000000000,Million tonnes/yr,9.85508379632470400000
2006,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,4.55932400000000000000,Million tonnes/yr,13.52576843271950600000
2007,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.68093100000000000000,Million tonnes/yr,2.25111980100657450000
2007,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,20.58602700000000000000,Million tonnes/yr,55.87333927607099000000
2007,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,3.60155600000000000000,Million tonnes/yr,10.50821391606725000000
2007,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,4.86148600000000000000,Million tonnes/yr,14.42216738159161900000
2008,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.79744200000000000000,Million tonnes/yr,2.40715251093641540000
2008,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,22.01291400000000000000,Million tonnes/yr,59.74610896881526000000
2008,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,3.85119200000000000000,Million tonnes/yr,11.23657368310998600000
2008,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,5.19845200000000000000,Million tonnes/yr,15.42181647117151000000
2009,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,2.21261500000000000000,Million tonnes/yr,2.96315639279908670000
2009,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,27.09745500000000000000,Million tonnes/yr,73.54626012746735000000
2009,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,4.74074000000000000000,Million tonnes/yr,13.83199651496649100000
2009,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,6.39919000000000000000,Million tonnes/yr,18.98394632559000800000
2010,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,3.32958900000000000000,Million tonnes/yr,4.45901927391051600000
2010,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,40.77681300000000000000,Million tonnes/yr,110.67393952926915000000
2010,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,7.13396400000000000000,Million tonnes/yr,20.81467559619308700000
2010,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,9.62963400000000000000,Million tonnes/yr,28.56743665855781300000
2011,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,3.86072600000000000000,Million tonnes/yr,5.17032331776908700000
2011,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,47.28154200000000000000,Million tonnes/yr,128.32867836332870000000
2011,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,8.27197600000000000000,Million tonnes/yr,24.13503866566959400000
2011,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,11.16575600000000000000,Million tonnes/yr,33.12452241434221600000
2012,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,4.56963800000000000000,Million tonnes/yr,6.11970544015910400000
2012,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,55.96344600000000000000,Million tonnes/yr,151.89257283185717000000
2012,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,9.79088800000000000000,Million tonnes/yr,28.56674879753525000000
2012,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,13.21602800000000000000,Million tonnes/yr,39.20689433967340400000
2013,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,5.08710000000000000000,Million tonnes/yr,6.81269578566910000000
2013,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,62.30070000000000000000,Million tonnes/yr,169.09276123249600000000
2013,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,10.89960000000000000000,Million tonnes/yr,31.80162363144335600000
2013,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,14.71260000000000000000,Million tonnes/yr,43.64665039010805000000
2014,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,5.05154500000000000000,Million tonnes/yr,6.76508016996281000000
2014,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,61.86526500000000000000,Million tonnes/yr,167.91093010560223000000
2014,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,10.82342000000000000000,Million tonnes/yr,31.57935421896552700000
2014,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,14.60977000000000000000,Million tonnes/yr,43.34159315619869000000
2015,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,5.01599000000000000000,Million tonnes/yr,6.71746455425652100000
2015,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,61.42983000000000000000,Million tonnes/yr,166.72909897870844000000
2015,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,10.74724000000000000000,Million tonnes/yr,31.35708480648769500000
2015,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,14.50694000000000000000,Million tonnes/yr,43.03653592228934000000
2016,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,3.84103400000000000000,Million tonnes/yr,5.14395159214714150000
2016,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,47.04037800000000000000,Million tonnes/yr,127.67412573920289000000
2016,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,8.22978400000000000000,Million tonnes/yr,24.01193560645110000000
2016,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,11.10880400000000000000,Million tonnes/yr,32.95556763863857000000
2017,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,3.35420400000000000000,Million tonnes/yr,4.49198393093794800000
2017,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,41.07826800000000000000,Million tonnes/yr,111.49213030942640000000
2017,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,7.18670400000000000000,Million tonnes/yr,20.96855442021619700000
2017,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,9.70082400000000000000,Million tonnes/yr,28.77863012818737300000
2018,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.52667700000000000000,Million tonnes/yr,2.04454128363467300000
2018,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,18.69690900000000000000,Million tonnes/yr,50.74601038708564000000
2018,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,3.27105200000000000000,Million tonnes/yr,9.54390661885574300000
2018,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,4.41536200000000000000,Million tonnes/yr,13.09868830524640500000
2019,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.35874800000000000000,Million tonnes/yr,1.81964906791419830000
2019,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,16.64031600000000000000,Million tonnes/yr,45.16413106467957000000
2019,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,2.91124800000000000000,Million tonnes/yr,8.49411108607583800000
2019,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,3.92968800000000000000,Million tonnes/yr,11.65787952355144200000
2020,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.35656000000000000000,Million tonnes/yr,1.81671887617842630000
2020,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,16.61352000000000000000,Million tonnes/yr,45.09140299533227400000
2020,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,2.90656000000000000000,Million tonnes/yr,8.48043296838489400000
2020,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,3.92336000000000000000,Million tonnes/yr,11.63910677069548000000
2021,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.46705400000000000000,Million tonnes/yr,1.96469355883489530000
2021,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,17.96671800000000000000,Million tonnes/yr,48.76417049737143000000
2021,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,3.14330400000000000000,Million tonnes/yr,9.17117791177753500000
2021,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,4.24292400000000000000,Million tonnes/yr,12.58713078992148500000
2022,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.34069700000000000000,Million tonnes/yr,1.79547498609408200000
2022,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,16.41924900000000000000,Million tonnes/yr,44.56412449256427500000
2022,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,2.87257200000000000000,Million tonnes/yr,8.38126661512555600000
2022,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,3.87748200000000000000,Million tonnes/yr,11.50300431248976600000
2023,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.47744700000000000000,Million tonnes/yr,1.97861196957981030000
2023,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,18.09399900000000000000,Million tonnes/yr,49.10962882677116000000
2023,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,3.16557200000000000000,Million tonnes/yr,9.23614897080951600000
2023,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,4.27298200000000000000,Million tonnes/yr,12.67630136598729600000
2024,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Lignite Coal,1.83245000000000000000,Million tonnes/yr,2.45403557870876150000
2024,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Bituminous Coal,22.44165000000000000000,Million tonnes/yr,60.90975807837221400000
2024,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Anthracite Coal,3.92620000000000000000,Million tonnes/yr,11.45542356616508000000
2024,Kailuan Group,State-owned Entity,300300S6ZAI1O3C2GT79,Metallurgical Coal,5.29970000000000000000,Million tonnes/yr,15.72218051686687600000
1992,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,4.42861100000000000000,Million tonnes/yr,12.01986594716601000000
1993,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,4.28288880000000000000,Million tonnes/yr,11.62435563715546400000
1994,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,4.13716660000000000000,Million tonnes/yr,11.22884532714491500000
1995,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,3.99144440000000000000,Million tonnes/yr,10.83333501713437000000
1996,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,3.84572220000000000000,Million tonnes/yr,10.43782470712382300000
1997,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,3.70000000000000000000,Million tonnes/yr,10.04231439711327800000
1998,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,3.95000000000000000000,Million tonnes/yr,10.72084915367498700000
1999,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,4.20000000000000000000,Million tonnes/yr,11.39938391023669500000
2000,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,4.45000000000000000000,Million tonnes/yr,12.07791866679840400000
2001,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,4.70000000000000000000,Million tonnes/yr,12.75645342336011000000
2002,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,4.95000000000000000000,Million tonnes/yr,13.43498817992181800000
2003,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,5.20000000000000000000,Million tonnes/yr,14.11352293648352700000
2004,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,5.45000000000000000000,Million tonnes/yr,14.79205769304523500000
2005,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,5.70000000000000000000,Million tonnes/yr,15.47059244960694200000
2006,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,5.83576923999999900000,Million tonnes/yr,15.83908904245481300000
2007,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,5.97153847000000050000,Million tonnes/yr,16.20758560816130000000
2008,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,6.10730770000000100000,Million tonnes/yr,16.57608217386778200000
2009,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,6.24307693000000000000,Million tonnes/yr,16.94457873957426000000
2010,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,6.37884616000000000000,Million tonnes/yr,17.31307530528074400000
2011,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,6.51461539000000000000,Million tonnes/yr,17.68157187098722700000
2012,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,6.65038462000000000000,Million tonnes/yr,18.05006843669370700000
2013,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,6.78615385000000000000,Million tonnes/yr,18.41856500240019000000
2014,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,6.92192308000000000000,Million tonnes/yr,18.78706156810667600000
2015,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,7.05769231000000000000,Million tonnes/yr,19.15555813381315500000
2016,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,7.19346154000000000000,Million tonnes/yr,19.52405469951964000000
2017,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,7.32923077000000100000,Million tonnes/yr,19.89255126522612000000
2018,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,7.46500000000000000000,Million tonnes/yr,20.26104783093260000000
2019,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,7.08000000000000000000,Million tonnes/yr,19.21610430582757000000
2020,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,8.07540000000000000000,Million tonnes/yr,21.91775829255366800000
2021,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,9.10000000000000000000,Million tonnes/yr,24.69866513884617000000
2022,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,7.80000000000000000000,Million tonnes/yr,21.17028440472529000000
2023,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,7.46000000000000000000,Million tonnes/yr,20.24747713580137000000
2024,Kazakhmys Holding Group,Investor-owned Company,875500G2X0JXK9IGI989,Bituminous Coal,7.50000000000000000000,Million tonnes/yr,20.35604269685124000000
1944,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.33731216191516460000,Million tonnes/yr,0.45173185978934460000
1944,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,2.93910205814124970000,Million tonnes/yr,5.93431287842430000000
1945,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.34489996106401616000,Million tonnes/yr,0.46189351717447250000
1945,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.00521682818162100000,Million tonnes/yr,6.06780457879511400000
1946,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.35265844695879890000,Million tonnes/yr,0.47228375997657185000
1946,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.07281884307398250000,Million tonnes/yr,6.20429916103390900000
1947,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.36059145884472826000,Million tonnes/yr,0.48290772975167634000
1947,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.14194155741327870000,Million tonnes/yr,6.34386417299363200000
1948,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.36870292305764840000,Million tonnes/yr,0.49377068468847074000
1948,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.21261917967271000000,Million tonnes/yr,6.48656868467561200000
1949,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.37699685393122600000,Million tonnes/yr,0.50487800082321410000
1949,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.28488668671883500000,Million tonnes/yr,6.63248331753686700000
1950,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.38547735561133870000,Million tonnes/yr,0.51623517446958700000
1950,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.35877984286264800000,Million tonnes/yr,6.78168028295594600000
1951,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.39414862568485150000,Million tonnes/yr,0.52784782707838550000
1951,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.43433521800345740000,Million tonnes/yr,6.93423341886707100000
1952,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.40301495427242184000,Million tonnes/yr,0.53972170402259700000
1952,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.51159020214399400000,Million tonnes/yr,7.09021821906743800000
1953,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.41208073037885890000,Million tonnes/yr,0.55186268310186480000
1953,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.59058302897745200000,Million tonnes/yr,7.24971188084160200000
1954,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.42135044007873490000,Million tonnes/yr,0.56427677211264140000
1954,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.67135279040259640000,Million tonnes/yr,7.41279333426878200000
1955,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.43082867105235570000,Million tonnes/yr,0.57697011492280510000
1955,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.75393945829642160000,Million tonnes/yr,7.57954328618383200000
1956,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.44052011349295470000,Million tonnes/yr,0.58994899268658480000
1956,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.83838390447241700000,Million tonnes/yr,7.75004426047478000000
1957,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.45042956373546890000,Million tonnes/yr,0.60321982870425200000
1957,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,3.92472791791725300000,Million tonnes/yr,7.92438063288526500000
1958,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.46056192607092710000,Million tonnes/yr,0.61678919085196850000
1958,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.01301423109941800000,Million tonnes/yr,8.10263868413403900000
1959,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.47092221456083830000,Million tonnes/yr,0.63066379401163390000
1959,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.10328653539150300000,Million tonnes/yr,8.28490663105397500000
1960,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.48151555757316140000,Million tonnes/yr,0.64485050614550200000
1960,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.19558950465725700000,Million tonnes/yr,8.47127467421644200000
1961,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.49234719506072330000,Million tonnes/yr,0.65935634465141080000
1961,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.28996881793143600000,Million tonnes/yr,8.66183504372399300000
1962,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.50342249035474180000,Million tonnes/yr,0.67418849215678730000
1962,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.38647118391404200000,Million tonnes/yr,8.85668204866643500000
1963,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.51474692290727310000,Million tonnes/yr,0.68935428679926000000
1963,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.48514436002139500000,Million tonnes/yr,9.05591211558667400000
1964,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.52632609645595750000,Million tonnes/yr,0.70486123316096980000
1964,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.58603717778757100000,Million tonnes/yr,9.25962383976851000000
1965,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.53816574265279680000,Million tonnes/yr,0.72071700712826370000
1965,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.68919956917302550000,Million tonnes/yr,9.46791803835613000000
1966,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.55027172106415330000,Million tonnes/yr,0.73692945589169460000
1966,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.79468258561567400000,Million tonnes/yr,9.68089778881995900000
1967,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.56265002098513880000,Million tonnes/yr,0.75350660037586950000
1967,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,4.90253843068987100000,Million tonnes/yr,9.89866849489810000000
1968,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.57530677051155400000,Million tonnes/yr,0.77045664738868190000
1968,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,5.01282048187907300000,Million tonnes/yr,10.12133793055731000000
1969,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.58824823109672520000,Million tonnes/yr,0.78778798233177290000
1969,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,5.12558331416287800000,Million tonnes/yr,10.34901628761735000000
1970,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.60148080934502650000,Million tonnes/yr,0.80550918499453540000
1970,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,5.24088273449040450000,Million tonnes/yr,10.58181624535587600000
1971,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.61501105247590950000,Million tonnes/yr,0.82362902347949630000
1971,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,5.35877580264575400000,Million tonnes/yr,10.81985301263768000000
1972,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.62884565648864980000,Million tonnes/yr,0.84215646513662850000
1972,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,5.47932086118541000000,Million tonnes/yr,11.06324438836101900000
1973,Kiewit Mining Group,Investor-owned Company,,Lignite Coal,0.64299146888392930000,Million tonnes/yr,0.86110068020812040000
1973,Kiewit Mining Group,Investor-owned Company,,Sub-Bituminous Coal,5.60257756809722900000,Million tonnes/yr,11.31211082739905500000
